fold,model,params,roc_auc,accuracy,precision,recall,f1
5,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.49911680221521254,0.5090752336872675,0.5116951379763469,0.35409657179230697,0.418552157790079
5,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.502324805926231,0.503902350485525,0.5033430839949854,0.4381194871328544,0.4684719723856289
5,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5021378400480516,0.5044014883383248,0.5039279354771132,0.437482949895426,0.46836059190031154
5,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.49558574887617246,0.4995462383156366,0.4983315954118874,0.43457306538146767,0.4642735706999563
5,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5155089311930565,0.516290044468645,0.5159007266207417,0.49713558243157224,0.5063443549134019
5,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.5154842313706408,0.5176967056901716,0.5174077578051088,0.49731745021369467,0.5071637223535957
5,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.5067305739499959,0.5087122243397767,0.5080645161290323,0.486950986632718,0.4972837442540744
6,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.5027730034663681,0.5025662081708068,0.48492678725236865,0.04660596026490066,0.08503889434332754
6,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.5027730034663681,0.5025662081708068,0.48492678725236865,0.04660596026490066,0.08503889434332754
6,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.502774075747562,0.5025662081708068,0.48492678725236865,0.04660596026490066,0.08503889434332754
6,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5000559103599898,0.49858345308971463,0.49649234693877553,0.7733443708609271,0.6047384774728121
6,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5001373767551016,0.49862451242044753,0.49651873505182037,0.7733443708609271,0.6047580514646383
6,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5002315082073346,0.4987066310819134,0.49657224849869797,0.7735099337748345,0.6048483671553873
6,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.5003460838132747,0.4975980291521248,0.4958150016096148,0.7649834437086093,0.6016667751806758
6,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5004546337384173,0.4975980291521248,0.4958141032521198,0.764817880794702,0.6016148987432441
6,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.4996972424164768,0.49726955450626154,0.495604159965691,0.7653145695364238,0.6016138478557949
6,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.5044487260759903,0.506097310613837,0.5030513342108413,0.3480132450331126,0.4114106767138034
6,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5034920523057418,0.505645657975775,0.5023940627244434,0.3474337748344371,0.4107859449936381
6,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.49952114214806925,0.5040854034079244,0.5001204238921002,0.3437913907284768,0.4074764521193093
6,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5073549115873808,0.5034695134469308,0.4994250331711632,0.4673841059602649,0.4828736369467607
6,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.504791690832333,0.5026483268322727,0.4985352862849534,0.4649006622516556,0.48113086313985864
6,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.5032518680622058,0.5023198521864094,0.49816258850945594,0.4600993377483444,0.4783750053793519
7,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.5041651485593278,0.49899544876788715,0.5025906735751295,0.04760736196319018,0.08697601434655906
7,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.5041651485593278,0.49899544876788715,0.5025906735751295,0.04760736196319018,0.08697601434655906
7,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.5040897105609835,0.4989544466767805,0.5021607605877269,0.04752556237218814,0.08683305933343297
7,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5051805992943071,0.5044487268850711,0.5034682369379709,0.825276073619632,0.6254029258616415
7,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5051804311761079,0.5044487268850711,0.5034682369379709,0.825276073619632,0.6254029258616415
7,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5050804647325005,0.5044077247939645,0.5034438011579158,0.8251124744376278,0.6253370943244165
7,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.5117345662449589,0.5081389150846694,0.5059317204579599,0.7988548057259713,0.6195128140065973
7,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5121021163391387,0.5083439255402026,0.5060615480261113,0.7990184049079755,0.6196593396136645
7,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.5119649184391368,0.5082209192668826,0.5059804276911924,0.7993456032719837,0.6196968736127846
7,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.5123875507801021,0.5052277666160975,0.504115440716816,0.7915746421267894,0.6159574806657968
7,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5130611869548347,0.505391774980524,0.5042112925028596,0.7932924335378323,0.6165485234749992
7,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.5118256425981929,0.5046537373406044,0.5037363777893098,0.7940286298568507,0.6164153040165106
7,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5061382072816699,0.5008815449587929,0.5024621212121212,0.4340286298568507,0.46574500768049154
7,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.5077955837366489,0.501455574234286,0.5031185031185031,0.43550102249488754,0.46687420528785023
7,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.508831591965026,0.5023166181475255,0.5041181482533371,0.43558282208588955,0.4673512374934176
8,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.511461716028845,0.5168855821928293,0.6019217570350034,0.05455337148544414,0.1000399247133976
