fold,model,params,mae,rmse,r2
10,rf,"{""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0011441912355961382,0.0022061843681486595,-0.0031294097637752927
10,rf,"{""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0011434236467866678,0.0022073165547126725,-0.00415926119170873
10,rf,"{""n_estimators"": 400, ""max_depth"": 16, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0011468815004105253,0.0022094370623400935,-0.006089523673316943
10,rf,"{""n_estimators"": 400, ""max_depth"": 16, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.001145528943465463,0.0022139782506616604,-0.010229526012018209
11,rf,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0011017426787566188,0.0018904474955075395,-0.08258232805151833
11,rf,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010927303172679126,0.0018419334594045828,-0.027731262931945944
11,rf,"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.001081678154129217,0.0018318377951243795,-0.016496117320670134
11,rf,"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010807354862785983,0.0018179187761298036,-0.0011073362846512058
11,rf,"{""n_estimators"": 200, ""max_depth"": 12, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010838864048629215,0.0018403801574653938,-0.025998622870036625
11,rf,"{""n_estimators"": 200, ""max_depth"": 12, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.001084376278276207,0.0018292444994657223,-0.013620088606627334
11,rf,"{""n_estimators"": 200, ""max_depth"": 16, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010923694606692358,0.0018812164424110915,-0.07203564409905105
11,rf,"{""n_estimators"": 200, ""max_depth"": 16, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.001086455108340762,0.001835125277788355,-0.020147872899358932
11,rf,"{""n_estimators"": 400, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010978108489704912,0.0018663288912538606,-0.055135054510596415
11,rf,"{""n_estimators"": 400, ""max_depth"": null, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010914097102673187,0.0018430137490612092,-0.028937140404045936
11,rf,"{""n_estimators"": 400, ""max_depth"": 8, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010813500973748218,0.001827062413528892,-0.01120325813754941
11,rf,"{""n_estimators"": 400, ""max_depth"": 8, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010802287402181417,0.0018182697627448928,-0.0014939423311148836
11,rf,"{""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010847705872112365,0.0018404996125757434,-0.026131817912152577
11,rf,"{""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010835566634552897,0.0018291568133592044,-0.0135229137688051
11,rf,"{""n_estimators"": 400, ""max_depth"": 16, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",0.0010930261304755275,0.0018694749118853362,-0.058695278480229485
11,rf,"{""n_estimators"": 400, ""max_depth"": 16, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",0.0010864097500679632,0.001835219619210548,-0.020252764566630832
