symbol,model,roc_auc,accuracy,precision,recall,f1,n_obs
LYV,logreg,0.4386926957666155,0.4816753926701571,0.35294117647058826,0.06382978723404255,0.10810810810810811,191
MA,logreg,0.506083583142303,0.48826291079812206,0.4594594594594595,0.16037735849056603,0.23776223776223776,213
MAA,logreg,0.47297979797979794,0.4523809523809524,0.4666666666666667,0.3181818181818182,0.3783783783783784,126
MAR,logreg,0.4843652282676673,0.5,0.5172413793103449,0.36585365853658536,0.42857142857142855,160
MCD,logreg,0.47430555555555554,0.4722222222222222,0.6363636363636364,0.11666666666666667,0.19718309859154928,216
MCHP,logreg,0.5243748421318515,0.5045871559633027,0.47058823529411764,0.07476635514018691,0.12903225806451613,218
MCK,logreg,0.4002403846153846,0.4,0.39655172413793105,0.4791666666666667,0.4339622641509434,100
MCO,logreg,0.45319148936170217,0.4639175257731959,0.4489795918367347,0.46808510638297873,0.4583333333333333,97
MDLZ,logreg,0.5285864345738296,0.5811965811965812,0.5,0.05102040816326531,0.09259259259259259,234
MDT,logreg,0.4961170848267623,0.4396551724137931,0.2,0.016129032258064516,0.029850746268656716,232
MET,logreg,0.5105979120531478,0.49777777777777776,0.3,0.027522935779816515,0.05042016806722689,225
META,logreg,0.4894970414201183,0.5256410256410257,0.4606741573033708,0.3942307692307692,0.42487046632124353,234
MGM,logreg,0.5222429906542055,0.45689655172413796,0.45454545454545453,0.04,0.07352941176470588,232
MHK,logreg,0.5434609250398724,0.5774647887323944,0.6818181818181818,0.39473684210526316,0.5,142
MKTX,logreg,0.5670212765957446,0.5327102803738317,0.46938775510204084,0.48936170212765956,0.4791666666666667,107
MLM,logreg,0.5416666666666667,0.5612244897959183,0.5522388059701493,0.74,0.6324786324786325,98
MMC,logreg,0.49972283813747226,0.4647058823529412,0.4727272727272727,0.29545454545454547,0.36363636363636365,170
MMM,logreg,0.5963541666666667,0.5782608695652174,0.6666666666666666,0.09803921568627451,0.17094017094017094,230
MNST,logreg,0.540691192865106,0.5,0.45454545454545453,0.043478260869565216,0.07936507936507936,232
MO,logreg,0.49201183431952666,0.5427350427350427,0.3333333333333333,0.028846153846153848,0.05309734513274336,234
MOH,logreg,0.49780701754385964,0.5,0.4915254237288136,0.8055555555555556,0.6105263157894737,74
MOS,logreg,0.471274619100706,0.5129310344827587,0.625,0.08547008547008547,0.15037593984962405,232
MPC,logreg,0.5869458930899609,0.4774774774774775,0.5384615384615384,0.11864406779661017,0.19444444444444445,222
MPWR,logreg,0.4126040428061832,0.4827586206896552,0.4883720930232558,0.7241379310344828,0.5833333333333334,58
MRK,logreg,0.5127923976608187,0.47435897435897434,0.4,0.05,0.08888888888888889,234
MRNA,logreg,0.4256108877203836,0.4956140350877193,0.40425531914893614,0.1792452830188679,0.24836601307189543,228
MS,logreg,0.46262331019364267,0.5,0.6,0.05042016806722689,0.09302325581395349,234
MSCI,logreg,0.4745065789473684,0.4857142857142857,0.5227272727272727,0.6052631578947368,0.5609756097560976,70
MSFT,logreg,0.5947410825459606,0.5769230769230769,0.6304347826086957,0.26126126126126126,0.36942675159235666,234
MSI,logreg,0.4086538461538462,0.4647887323943662,0.5087719298245614,0.7435897435897436,0.6041666666666666,71
MTB,logreg,0.5476108033240997,0.5131578947368421,0.5217391304347826,0.3157894736842105,0.39344262295081966,152
MTCH,logreg,0.44739429695181904,0.46956521739130436,0.2727272727272727,0.02564102564102564,0.046875,230
MTD,logreg,0.47740748313228376,0.5285714285714286,0.5259259259259259,0.9726027397260274,0.6826923076923077,140
MU,logreg,0.5151759530791788,0.5470085470085471,0.5555555555555556,0.18181818181818182,0.273972602739726,234
NCLH,logreg,0.4758184523809523,0.5086206896551724,0.45,0.08035714285714286,0.13636363636363635,232
NDAQ,logreg,0.48427960927960934,0.4391304347826087,0.38461538461538464,0.03968253968253968,0.07194244604316546,230
NDSN,logreg,0.49193548387096775,0.5272727272727272,0.5925925925925926,0.5161290322580645,0.5517241379310345,55
NEE,logreg,0.5038720046756283,0.48717948717948717,0.42857142857142855,0.05084745762711865,0.09090909090909091,234
NEM,logreg,0.5186700767263427,0.4829059829059829,0.45,0.07563025210084033,0.12949640287769784,234
NFLX,logreg,0.44330275229357796,0.47368421052631576,0.43902439024390244,0.36,0.3956043956043956,209
NI,logreg,0.48415977961432505,0.5327510917030568,0.6,0.027777777777777776,0.05309734513274336,229
NKE,logreg,0.4688815060908084,0.5512820512820513,0.5,0.05714285714285714,0.10256410256410256,234
NOC,logreg,0.5118256710071751,0.5080645161290323,0.5714285714285714,0.5633802816901409,0.5673758865248227,124
NOW,logreg,0.4734699238245337,0.5142857142857142,0.484375,0.7654320987654321,0.5933014354066986,175
NRG,logreg,0.5076730347635452,0.5462555066079295,0.5,0.07766990291262135,0.13445378151260504,227
NSC,logreg,0.5253615368012087,0.5076923076923077,0.6075949367088608,0.4247787610619469,0.5,195
NTAP,logreg,0.4707317073170732,0.48299319727891155,0.40350877192982454,0.35384615384615387,0.3770491803278688,147
NTRS,logreg,0.5587575689616505,0.5026455026455027,0.5333333333333333,0.32653061224489793,0.4050632911392405,189
NUE,logreg,0.45759259259259255,0.48299319727891155,0.46551724137931033,0.375,0.4153846153846154,147
NVDA,logreg,0.5244708994708994,0.5427350427350427,0.5043478260869565,0.5370370370370371,0.5201793721973094,234
NVR,logreg,0.4163636363636364,0.5319148936170213,0.5319148936170213,1.0,0.6944444444444444,47
NWS,logreg,0.5336313324819072,0.5683453237410072,0.48148148148148145,0.4482758620689655,0.4642857142857143,139
NXPI,logreg,0.472083472083472,0.45789473684210524,0.4375,0.1414141414141414,0.21374045801526717,190
O,logreg,0.5021201141006861,0.4692982456140351,0.375,0.025210084033613446,0.047244094488188976,228
ODFL,logreg,0.6227318548387097,0.5158730158730159,0.5555555555555556,0.234375,0.32967032967032966,126
OKE,logreg,0.5322521531977277,0.49760765550239233,0.3333333333333333,0.029411764705882353,0.05405405405405406,209
OMC,logreg,0.49176221215916754,0.44607843137254904,0.4605263157894737,0.32710280373831774,0.3825136612021858,204
ON,logreg,0.40987654320987654,0.5350877192982456,0.5357142857142857,0.1388888888888889,0.22058823529411764,228
ORCL,logreg,0.5782611880172855,0.5299145299145299,0.5454545454545454,0.05405405405405406,0.09836065573770492,234
ORLY,logreg,0.47545582047685836,0.42592592592592593,0.4215686274509804,0.9347826086956522,0.581081081081081,108
OXY,logreg,0.5202160493827162,0.5219298245614035,0.4,0.018518518518518517,0.035398230088495575,228
PANW,logreg,0.43522727272727274,0.45045045045045046,0.38095238095238093,0.14285714285714285,0.2077922077922078,222
PAYC,logreg,0.3969200198708396,0.4015748031496063,0.391304347826087,0.2727272727272727,0.32142857142857145,127
PAYX,logreg,0.5584008097165992,0.5175879396984925,0.5666666666666667,0.3269230769230769,0.4146341463414634,199
PCAR,logreg,0.4529673938540934,0.5351351351351351,0.5294117647058824,0.10344827586206896,0.17307692307692307,185
PCG,logreg,0.4646739130434782,0.5921052631578947,0.4,0.021739130434782608,0.041237113402061855,228
PEG,logreg,0.5110231330538736,0.4845814977973568,0.3,0.02654867256637168,0.04878048780487805,227
PEP,logreg,0.5809166040570999,0.5367965367965368,0.5882352941176471,0.09090909090909091,0.15748031496062992,231
PFE,logreg,0.468733850129199,0.5299145299145299,0.14285714285714285,0.009523809523809525,0.017857142857142856,234
PFG,logreg,0.4548295454545454,0.42016806722689076,0.4444444444444444,0.3125,0.3669724770642202,119
PG,logreg,0.5245714285714285,0.5217391304347826,0.3333333333333333,0.047619047619047616,0.08333333333333333,230
PGR,logreg,0.4837962962962963,0.5178571428571429,0.5,0.08333333333333333,0.14285714285714285,224
PH,logreg,0.5195567144719687,0.5315315315315315,0.5376344086021505,0.847457627118644,0.6578947368421053,111
PHM,logreg,0.84,0.5,0.0,0.0,0.0,10
PKG,logreg,0.5282131661442006,0.5309734513274337,0.5609756097560976,0.39655172413793105,0.46464646464646464,113
PLD,logreg,0.462531887755102,0.5133928571428571,0.56,0.125,0.20437956204379562,224
PLTR,logreg,0.46955223880597013,0.5299145299145299,0.375,0.15,0.21428571428571427,234
PM,logreg,0.46784372652141254,0.5238095238095238,0.5,0.06363636363636363,0.11290322580645161,231
PNR,logreg,0.4887048192771084,0.5027932960893855,0.5636363636363636,0.3229166666666667,0.4105960264900662,179
PNW,logreg,0.5040895393887215,0.49222797927461137,0.5283018867924528,0.27722772277227725,0.36363636363636365,193
PODD,logreg,0.4148065476190476,0.4388888888888889,0.47191011235955055,0.4375,0.4540540540540541,180
POOL,logreg,0.4895833333333333,0.46923076923076923,0.4819277108433735,0.6060606060606061,0.5369127516778524,130
PPG,logreg,0.4963768115942028,0.4188034188034188,0.5333333333333333,0.11594202898550725,0.19047619047619047,117
PPL,logreg,0.5181760708076497,0.5066666666666667,0.7142857142857143,0.043859649122807015,0.08264462809917356,225
PRU,logreg,0.5101604278074867,0.45664739884393063,0.40816326530612246,0.23529411764705882,0.29850746268656714,173
PSA,logreg,0.4788184998056743,0.4689655172413793,0.5428571428571428,0.4578313253012048,0.49673202614379086,145
PSX,logreg,0.5487289705773364,0.46153846153846156,0.6190476190476191,0.09923664122137404,0.17105263157894737,234
PTC,logreg,0.544256120527307,0.5663716814159292,0.5609756097560976,0.42592592592592593,0.4842105263157895,113
PWR,logreg,0.467843631778058,0.49206349206349204,0.47761194029850745,0.5245901639344263,0.5,126
PYPL,logreg,0.5092387287509239,0.5064377682403434,0.3333333333333333,0.045454545454545456,0.08,233
QCOM,logreg,0.49525351387151373,0.5213675213675214,0.4074074074074074,0.102803738317757,0.16417910447761194,234
RCL,logreg,0.4857836338418863,0.4744186046511628,0.4827586206896552,0.125,0.19858156028368795,215
REG,logreg,0.4965241204971561,0.5282051282051282,0.5178571428571429,0.30851063829787234,0.38666666666666666,195
REGN,logreg,0.5275689223057645,0.55,0.5138888888888888,0.9736842105263158,0.6727272727272727,80
RF,logreg,0.5328575676479334,0.5086206896551724,0.5,0.017543859649122806,0.03389830508474576,232
RJF,logreg,0.4856130403968816,0.5178571428571429,0.5384615384615384,0.32941176470588235,0.40875912408759124,168
RL,logreg,0.5268601420191417,0.5341614906832298,0.5813953488372093,0.3048780487804878,0.4,161
RMD,logreg,0.47251585623678644,0.4605263157894737,0.5370370370370371,0.3372093023255814,0.4142857142857143,152
ROK,logreg,0.44465488215488214,0.47101449275362317,0.49206349206349204,0.4305555555555556,0.45925925925925926,138
ROL,logreg,0.5471498198770925,0.5577889447236181,0.4107142857142857,0.2948717948717949,0.34328358208955223,199
ROP,logreg,0.5296167247386759,0.5,0.5319148936170213,0.6097560975609756,0.5681818181818182,76
ROST,logreg,0.4965391621129326,0.5707547169811321,0.45454545454545453,0.05555555555555555,0.09900990099009901,212
RSG,logreg,0.5525749858517262,0.5478723404255319,0.5588235294117647,0.40860215053763443,0.4720496894409938,188
RTX,logreg,0.5488799881323245,0.45493562231759654,0.45454545454545453,0.03968253968253968,0.072992700729927,233
RVTY,logreg,0.5151173708920187,0.5,0.48,0.3380281690140845,0.39669421487603307,146
SBAC,logreg,0.5102108036890646,0.5287958115183246,0.53125,0.18478260869565216,0.27419354838709675,191
SBUX,logreg,0.5020349713596624,0.5108225108225108,0.2,0.018691588785046728,0.03418803418803419,231
SCHW,logreg,0.5105571847507331,0.49572649572649574,0.16666666666666666,0.01818181818181818,0.03278688524590164,234
SJM,logreg,0.4481341443366759,0.48717948717948717,0.4716981132075472,0.3246753246753247,0.38461538461538464,156
SLB,logreg,0.5342375366568916,0.5427350427350427,0.6153846153846154,0.07272727272727272,0.13008130081300814,234
SMCI,logreg,0.5044669446098868,0.4727272727272727,0.4351851851851852,0.6438356164383562,0.5193370165745856,165
SNA,logreg,0.43890518084066477,0.5,0.5135135135135135,0.5757575757575758,0.5428571428571428,64
SNPS,logreg,0.5517241379310345,0.4805194805194805,0.448,0.835820895522388,0.5833333333333334,154
SO,logreg,0.5104327352439718,0.4954954954954955,0.5555555555555556,0.04424778761061947,0.08196721311475409,222
SPG,logreg,0.5357723577235772,0.5232558139534884,0.5,0.4146341463414634,0.4533333333333333,172
SPGI,logreg,0.5448781454329306,0.5124378109452736,0.5301204819277109,0.42718446601941745,0.4731182795698925,201
SRE,logreg,0.5064269584853223,0.46511627906976744,0.4444444444444444,0.03508771929824561,0.06504065040650407,215
STE,logreg,0.5055970149253731,0.4959349593495935,0.44,0.39285714285714285,0.41509433962264153,123
STLD,logreg,0.4656840684068407,0.4973544973544973,0.4533333333333333,0.38636363636363635,0.4171779141104294,189
STT,logreg,0.45333333333333337,0.5454545454545454,0.5,0.08,0.13793103448275862,110
STX,logreg,0.5121772836977986,0.5341880341880342,0.5625,0.1592920353982301,0.2482758620689655,234
STZ,logreg,0.5650837396650413,0.5487179487179488,0.6285714285714286,0.41509433962264153,0.5,195
SW,logreg,0.5204100145137881,0.5142857142857142,0.6666666666666666,0.038461538461538464,0.07272727272727272,210
SWK,logreg,0.4425192519251925,0.4880382775119617,0.5064935064935064,0.3611111111111111,0.42162162162162165,209
SYF,logreg,0.5482068001863065,0.4889867841409692,0.3333333333333333,0.017543859649122806,0.03333333333333333,227
SYK,logreg,0.5271818983250074,0.5272727272727272,0.527027027027027,0.47560975609756095,0.5,165
SYY,logreg,0.4619194467806747,0.5857142857142857,0.5,0.08045977011494253,0.13861386138613863,210
T,logreg,0.48107457295507566,0.5811965811965812,0.3333333333333333,0.010309278350515464,0.02,234
TAP,logreg,0.46724637681159414,0.4878048780487805,0.39436619718309857,0.3111111111111111,0.34782608695652173,205
TDG,logreg,0.5789473684210527,0.6176470588235294,0.59375,1.0,0.7450980392156863,34
TDY,logreg,0.48299319727891155,0.5102040816326531,0.5625,0.6428571428571429,0.6,49
TECH,logreg,0.5334226090838076,0.5368421052631579,0.4935064935064935,0.4367816091954023,0.4634146341463415,190
TER,logreg,0.48286862003780723,0.45108695652173914,0.4430379746835443,0.3804347826086957,0.4093567251461988,184
TFC,logreg,0.5120029728725382,0.5043103448275862,0.5,0.034782608695652174,0.06504065040650407,232
TGT,logreg,0.569368131868132,0.5065502183406113,0.6,0.10256410256410256,0.17518248175182483,229
TJX,logreg,0.52994555353902,0.4826086956521739,0.3333333333333333,0.02586206896551724,0.048,230
TKO,logreg,0.5084120425029516,0.5333333333333333,0.5,0.38961038961038963,0.43795620437956206,165
TMO,logreg,0.5032324419629739,0.5393939393939394,0.5393258426966292,0.5783132530120482,0.5581395348837209,165
TMUS,logreg,0.5351413292589763,0.5021834061135371,0.3333333333333333,0.03636363636363636,0.06557377049180328,229
TPL,logreg,0.39615384615384613,0.4803921568627451,0.4819277108433735,0.8,0.6015037593984962,102
TPR,logreg,0.41938898971566846,0.49130434782608695,0.3333333333333333,0.02631578947368421,0.04878048780487805,230
TRGP,logreg,0.5119450078882127,0.5132275132275133,0.45098039215686275,0.26436781609195403,0.3333333333333333,189
TRMB,logreg,0.49334192439862545,0.5129533678756477,0.5245901639344263,0.32989690721649484,0.4050632911392405,193
TROW,logreg,0.4185185185185184,0.4207650273224044,0.40298507462686567,0.2903225806451613,0.3375,183
TRV,logreg,0.4994526546250684,0.52046783625731,0.5609756097560976,0.26436781609195403,0.359375,171
TSCO,logreg,0.5111111111111111,0.480225988700565,0.4878048780487805,0.4444444444444444,0.46511627906976744,177
TSLA,logreg,0.4967884828349944,0.5128205128205128,0.43283582089552236,0.2761904761904762,0.3372093023255814,234
TT,logreg,0.5176328502415459,0.5054945054945055,0.5108695652173914,0.5108695652173914,0.5108695652173914,182
TTD,logreg,0.43462153742527576,0.43577981651376146,0.25,0.05405405405405406,0.08888888888888889,218
TTWO,logreg,0.4337606837606838,0.5,0.3,0.16666666666666666,0.21428571428571427,44
TXN,logreg,0.5150188679245282,0.5584415584415584,0.5625,0.16981132075471697,0.2608695652173913,231
TXT,logreg,0.4807185234014502,0.5,0.46296296296296297,0.33783783783783783,0.390625,156
TYL,logreg,0.6780045351473923,0.5952380952380952,0.5909090909090909,0.6190476190476191,0.6046511627906976,42
UAL,logreg,0.5295045045045045,0.5194805194805194,0.5,0.08108108108108109,0.13953488372093023,231
UBER,logreg,0.39009492972256976,0.4700854700854701,0.22580645161290322,0.06542056074766354,0.10144927536231885,234
UDR,logreg,0.46170212765957447,0.507537688442211,0.3,0.031914893617021274,0.057692307692307696,199
UHS,logreg,0.5217458838148493,0.45962732919254656,0.5,0.28735632183908044,0.36496350364963503,161
ULTA,logreg,0.5428571428571428,0.5428571428571428,0.5378151260504201,0.6095238095238096,0.5714285714285714,210
UNH,logreg,0.4504622361765219,0.4790697674418605,0.34782608695652173,0.16326530612244897,0.2222222222222222,215
UNP,logreg,0.5820263878516305,0.5454545454545454,0.5483870967741935,0.1650485436893204,0.2537313432835821,220
UPS,logreg,0.5069366329208849,0.4956896551724138,0.38461538461538464,0.19047619047619047,0.25477707006369427,232
URI,logreg,0.5799319727891156,0.5952380952380952,0.5606060606060606,0.8809523809523809,0.6851851851851852,84
USB,logreg,0.5122651762148734,0.4889867841409692,0.3333333333333333,0.02654867256637168,0.04918032786885246,227
V,logreg,0.5139094406629181,0.4592274678111588,0.47058823529411764,0.12903225806451613,0.20253164556962025,233
VICI,logreg,0.5243287346091083,0.5321888412017167,0.25,0.009345794392523364,0.018018018018018018,233
VLO,logreg,0.49922336129232675,0.4669603524229075,0.42857142857142855,0.12931034482758622,0.1986754966887417,227
VLTO,logreg,0.4812371134020619,0.4467005076142132,0.4430379746835443,0.35,0.39106145251396646,197
VMC,logreg,0.5626373626373626,0.562962962962963,0.5441176470588235,0.5692307692307692,0.556390977443609,135
VRSK,logreg,0.5755351681957187,0.49246231155778897,0.5625,0.3302752293577982,0.4161849710982659,199
VRSN,logreg,0.5217917675544794,0.49612403100775193,0.4423076923076923,0.3898305084745763,0.4144144144144144,129
VRTX,logreg,0.5092334494773518,0.5131578947368421,0.5476190476190477,0.5609756097560976,0.5542168674698795,152
VST,logreg,0.489807033924681,0.5570175438596491,0.5161290322580645,0.1568627450980392,0.24060150375939848,228
VTR,logreg,0.479064039408867,0.5314009661835749,0.25,0.03296703296703297,0.05825242718446602,207
VTRS,logreg,0.5529874600442587,0.6217391304347826,0.3,0.03614457831325301,0.06451612903225806,230
VZ,logreg,0.5481834862385322,0.5384615384615384,0.5714285714285714,0.03669724770642202,0.06896551724137931,234
WAB,logreg,0.5030392337447044,0.4866666666666667,0.6111111111111112,0.3707865168539326,0.46153846153846156,150
WAT,logreg,0.5249051233396584,0.5384615384615384,0.5512820512820513,0.6323529411764706,0.589041095890411,130
WBA,logreg,0.5287202380952382,0.47413793103448276,0.4583333333333333,0.09166666666666666,0.1527777777777778,232
WBD,logreg,0.5029916548575027,0.6180257510729614,0.375,0.034482758620689655,0.06315789473684211,233
WDAY,logreg,0.5391426679907315,0.4954545454545455,0.42857142857142855,0.14150943396226415,0.2127659574468085,220
WDC,logreg,0.4840196006728589,0.48717948717948717,0.5161290322580645,0.1322314049586777,0.21052631578947367,234
WFC,logreg,0.5197983635300993,0.5170940170940171,0.6666666666666666,0.05172413793103448,0.096,234
WM,logreg,0.5286143286143287,0.4537037037037037,0.41333333333333333,0.29523809523809524,0.34444444444444444,216
WMB,logreg,0.5517470145953118,0.5107296137339056,0.5,0.017543859649122806,0.03389830508474576,233
WMT,logreg,0.5184911242603549,0.5299145299145299,0.125,0.009615384615384616,0.017857142857142856,234
WRB,logreg,0.48854643898375677,0.4489795918367347,0.421875,0.2755102040816326,0.3333333333333333,196
WSM,logreg,0.5894396551724138,0.5573770491803278,0.5789473684210527,0.5729166666666666,0.5759162303664922,183
WST,logreg,0.5359801488833746,0.5263157894736842,0.5625,0.5806451612903226,0.5714285714285714,57
WTW,logreg,0.5117299578059071,0.525974025974026,0.5365853658536586,0.5569620253164557,0.546583850931677,154
WY,logreg,0.498125814863103,0.5180180180180181,0.36363636363636365,0.038461538461538464,0.06956521739130435,222
WYNN,logreg,0.4129353233830846,0.43243243243243246,0.46938775510204084,0.2839506172839506,0.35384615384615387,148
XEL,logreg,0.5593220338983051,0.5130434782608696,0.5,0.03571428571428571,0.06666666666666667,230
XOM,logreg,0.5636363636363636,0.46153846153846156,0.8461538461538461,0.08148148148148149,0.14864864864864866,234
XYL,logreg,0.5104734576757533,0.49700598802395207,0.5072463768115942,0.4117647058823529,0.45454545454545453,167
XYZ,logreg,0.5754937023791014,0.5594713656387665,0.6097560975609756,0.22935779816513763,0.3333333333333333,227
ZBRA,logreg,0.461244019138756,0.4731182795698925,0.5652173913043478,0.4727272727272727,0.5148514851485149,93
ZTS,logreg,0.545461427814369,0.49130434782608695,0.425,0.15315315315315314,0.2251655629139073,230
A,rf,0.4993961352657005,0.52,0.47297297297297297,0.3804347826086957,0.42168674698795183,200
AAPL,rf,0.5515596330275229,0.5769230769230769,0.6326530612244898,0.496,0.5560538116591929,234
ABBV,rf,0.4704603388813915,0.4675324675324675,0.4673913043478261,0.36752136752136755,0.41148325358851673,231
ABNB,rf,0.5522314049586776,0.5610859728506787,0.5145631067961165,0.53,0.5221674876847291,221
ABT,rf,0.5436968893739768,0.5,0.5822784810126582,0.36220472440944884,0.44660194174757284,228
ACGL,rf,0.5013,0.49,0.4782608695652174,0.22,0.3013698630136986,200
ACN,rf,0.5142447995176365,0.5021645021645021,0.5371900826446281,0.5241935483870968,0.5306122448979592,231
ADBE,rf,0.5580882911632854,0.5608695652173913,0.5217391304347826,0.6728971962616822,0.5877551020408164,230
ADI,rf,0.5597612958226769,0.5391705069124424,0.5111111111111111,0.45098039215686275,0.4791666666666667,217
ADM,rf,0.5075075075075075,0.5288888888888889,0.5454545454545454,0.2702702702702703,0.3614457831325301,225
ADP,rf,0.4662653975363942,0.4588235294117647,0.5135135135135135,0.40425531914893614,0.4523809523809524,170
ADSK,rf,0.5016636418632788,0.50920245398773,0.46774193548387094,0.3815789473684211,0.42028985507246375,163
AEP,rf,0.5078632478632479,0.4700460829493088,0.5178571428571429,0.24786324786324787,0.3352601156069364,217
AES,rf,0.4912797115313857,0.46153846153846156,0.5263157894736842,0.07874015748031496,0.136986301369863,234
AFL,rf,0.5538527032779906,0.558974358974359,0.5098039215686274,0.2988505747126437,0.37681159420289856,195
AIG,rf,0.47990703253861156,0.4935064935064935,0.5,0.24786324786324787,0.3314285714285714,231
AIZ,rf,0.5322580645161291,0.4931506849315068,0.5609756097560976,0.5476190476190477,0.5542168674698795,73
AJG,rf,0.47135169357391576,0.5157232704402516,0.532258064516129,0.4074074074074074,0.46153846153846156,159
AKAM,rf,0.5089186176142697,0.5352941176470588,0.4883720930232558,0.2692307692307692,0.34710743801652894,170
ALB,rf,0.5781746031746031,0.5663716814159292,0.6521739130434783,0.47619047619047616,0.5504587155963303,226
ALGN,rf,0.5517751479289941,0.5384615384615384,0.5277777777777778,0.7307692307692307,0.6129032258064516,104
ALL,rf,0.48947569843092226,0.45517241379310347,0.4897959183673469,0.3076923076923077,0.3779527559055118,145
ALLE,rf,0.5504127358490566,0.5470085470085471,0.5,0.4716981132075472,0.4854368932038835,117
AMAT,rf,0.4972848444956393,0.5248868778280543,0.5565217391304348,0.5423728813559322,0.5493562231759657,221
AMCR,rf,0.6158500297560008,0.676056338028169,0.625,0.07042253521126761,0.12658227848101267,213
AMD,rf,0.5256552233296419,0.47435897435897434,0.423728813559322,0.47619047619047616,0.4484304932735426,234
AME,rf,0.452018779342723,0.4726027397260274,0.4444444444444444,0.3380281690140845,0.384,146
AMP,rf,0.4911080711354309,0.45454545454545453,0.5106382978723404,0.5581395348837209,0.5333333333333333,77
AMT,rf,0.5285364145658263,0.514018691588785,0.5465116279069767,0.41964285714285715,0.47474747474747475,214
AMZN,rf,0.4781147241505298,0.47435897435897434,0.4807692307692308,0.42016806722689076,0.4484304932735426,234
ANET,rf,0.49932523616734137,0.4926829268292683,0.44715447154471544,0.6043956043956044,0.514018691588785,205
AON,rf,0.5513075799814151,0.5229885057471264,0.5625,0.4838709677419355,0.5202312138728323,174
AOS,rf,0.5319177350427351,0.5057471264367817,0.625,0.2604166666666667,0.36764705882352944,174
APA,rf,0.5204179945156748,0.5470085470085471,0.4716981132075472,0.24271844660194175,0.32051282051282054,234
APH,rf,0.5140150328844346,0.5110132158590308,0.44594594594594594,0.32038834951456313,0.3728813559322034,227
APO,rf,0.5252914538972926,0.5392156862745098,0.5223880597014925,0.36082474226804123,0.4268292682926829,204
APTV,rf,0.5596366199389146,0.5176991150442478,0.5303030303030303,0.30973451327433627,0.39106145251396646,226
ARE,rf,0.5089273356401384,0.5294117647058824,0.5409836065573771,0.38823529411764707,0.4520547945205479,170
ATO,rf,0.5351288056206089,0.5267175572519084,0.58,0.4142857142857143,0.48333333333333334,131
AVB,rf,0.46115702479338844,0.4636363636363636,0.4523809523809524,0.34545454545454546,0.3917525773195876,110
AVGO,rf,0.5683683405202393,0.5352941176470588,0.5,0.6835443037974683,0.5775401069518716,170
AVY,rf,0.5479744136460555,0.5,0.515625,0.4925373134328358,0.5038167938931297,130
AWK,rf,0.5449780827139318,0.4975609756097561,0.5211267605633803,0.3490566037735849,0.4180790960451977,205
AXON,rf,0.5310344827586206,0.48148148148148145,0.46153846153846156,0.72,0.5625,54
AXP,rf,0.49916770703287555,0.4873096446700508,0.5432098765432098,0.4074074074074074,0.4656084656084656,197
AZO,rf,0.5048875855327468,0.5027624309392266,0.4891304347826087,0.5113636363636364,0.5,181
BA,rf,0.5412644787644787,0.515695067264574,0.5181818181818182,0.5089285714285714,0.5135135135135135,223
BAC,rf,0.49653596698113206,0.4829059829059829,0.7058823529411765,0.09375,0.16551724137931034,234
BALL,rf,0.5519203413940257,0.52,0.5555555555555556,0.13513513513513514,0.21739130434782608,75
BAX,rf,0.4437254259501966,0.47058823529411764,0.4358974358974359,0.15178571428571427,0.2251655629139073,221
BBY,rf,0.4772111357477211,0.509009009009009,0.4375,0.35353535353535354,0.39106145251396646,222
BDX,rf,0.546975546975547,0.5253164556962026,0.5737704918032787,0.4166666666666667,0.4827586206896552,158
BEN,rf,0.5681265206812652,0.6334841628959276,0.6153846153846154,0.09523809523809523,0.16494845360824742,221
BF.B,rf,0.6029877772747849,0.574468085106383,0.7333333333333333,0.23404255319148937,0.3548387096774194,94
BG,rf,0.46491228070175433,0.47619047619047616,0.53125,0.2982456140350877,0.38202247191011235,210
BIIB,rf,0.5738356881214023,0.5561224489795918,0.5217391304347826,0.5274725274725275,0.5245901639344263,196
BK,rf,0.5334012392835922,0.5412844036697247,0.48717948717948717,0.1919191919191919,0.2753623188405797,218
BKNG,rf,0.6223908918406073,0.6153846153846154,0.6153846153846154,0.7058823529411765,0.6575342465753424,65
BKR,rf,0.5666420118343196,0.5470085470085471,0.4583333333333333,0.10576923076923077,0.171875,234
BLDR,rf,0.4467613132209405,0.4473684210526316,0.43157894736842106,0.44565217391304346,0.4385026737967914,190
BLK,rf,0.47406082289803225,0.4634146341463415,0.4489795918367347,0.5641025641025641,0.5,82
BMY,rf,0.5619047619047619,0.4829059829059829,0.5666666666666667,0.26356589147286824,0.35978835978835977,234
BR,rf,0.4875478927203065,0.49230769230769234,0.4230769230769231,0.3793103448275862,0.4,65
BRK.B,rf,0.49707602339181284,0.5,0.547945205479452,0.42105263157894735,0.47619047619047616,176
BRO,rf,0.4997969405712739,0.4941860465116279,0.46296296296296297,0.30120481927710846,0.36496350364963503,172
BSX,rf,0.4742619789348761,0.4892703862660944,0.5853658536585366,0.19047619047619047,0.2874251497005988,233
BX,rf,0.5428142655367231,0.5327102803738317,0.47435897435897434,0.3854166666666667,0.42528735632183906,214
BXP,rf,0.4741706891239602,0.5252525252525253,0.47540983606557374,0.31868131868131866,0.3815789473684211,198
C,rf,0.5482016509433962,0.5042735042735043,0.603448275862069,0.2734375,0.3763440860215054,234
