y_true,y_pred,y_pred_proba
1,1,0.5019124058738641
1,0,0.47619263630965564
0,1,0.5084977067414254
0,1,0.5128529080149232
0,1,0.5101918112586081
1,0,0.48008126091497355
0,1,0.5197027916224809
1,1,0.5172428890953377
1,1,0.5443535498435577
0,1,0.5182267883951599
1,1,0.5271304131222595
1,1,0.5069163934599985
1,1,0.5002499734675483
0,1,0.5422430505726821
1,1,0.5097876701720535
1,0,0.47674096563875984
0,1,0.50240651961362
0,1,0.5202706638785466
1,1,0.5069823876058057
1,1,0.5331258940725949
1,1,0.5107150428110077
1,1,0.5428220818690183
0,1,0.5551193071718242
0,1,0.505086285921902
0,0,0.461547738234988
1,1,0.5012328660829919
0,1,0.5080864273014989
1,1,0.5410487269140235
1,1,0.5206859073145191
1,0,0.49712297516884346
1,1,0.5476457764657993
1,1,0.5155291652245948
0,0,0.4928337930203999
1,0,0.473409914214968
0,0,0.49335353095545814
0,0,0.49295477779026553
1,1,0.52174347841726
1,1,0.6093438368205284
1,1,0.5226862591020026
0,1,0.5636248238580164
0,1,0.5170664463738267
0,1,0.5180413413654215
1,1,0.503256473694791
1,1,0.5131531618688617
0,1,0.5355040952193484
1,1,0.5222121019751829
0,1,0.5053800501879309
0,1,0.5173605804917643
0,1,0.5369369952401762
1,0,0.4908985175567069
0,1,0.5223382727280782
0,1,0.5173564785978951
0,1,0.5501188249266217
0,1,0.5372740747298587
1,1,0.5105979010352224
0,1,0.547577742176859
0,1,0.5396609707776434
1,1,0.5268384027741421
0,1,0.5072839121413837
0,1,0.5213834356567584
0,1,0.5250628890747816
0,1,0.519698328769555
0,1,0.5165479827727331
1,1,0.5342642689026257
1,1,0.5364640268271949
0,1,0.5343258488751184
1,1,0.5355336003553633
1,1,0.5254501633837977
0,1,0.5164352472530093
1,1,0.5220292749317674
1,0,0.49422267106369167
0,1,0.5157288092839861
1,1,0.5152129453567315
0,1,0.5253440009507216
0,1,0.5000825741335266
1,1,0.5328059210536945
0,1,0.5242037988964748
0,1,0.5440314641329737
0,1,0.5469614572879087
1,0,0.49163510630384427
0,1,0.6499277255454272
0,1,0.5650011695499607
0,1,0.6223072284630642
0,0,0.4718160948745755
1,1,0.5219977635476917
0,1,0.5030813590637792
0,1,0.5263828418409809
1,1,0.5412000110346218
1,1,0.5122335128198552
1,1,0.5212568144684072
1,1,0.5126743576854984
0,0,0.4955529662483211
1,0,0.4920589840677673
1,0,0.4888871809813103
1,0,0.4948995497435496
0,1,0.5035679584901038
0,0,0.47942399361998594
1,0,0.4983832184530542
1,1,0.5039987772992732
0,1,0.5285088943268538
1,1,0.5394179118725315
1,1,0.5154095977577176
0,1,0.5319120918727381
0,1,0.5301986656386524
0,0,0.48744510769440447
1,1,0.5093334814320316
0,1,0.5509087977416052
0,1,0.5437949525053392
1,1,0.551661988366714
0,1,0.536226355296176
1,1,0.5369453065894585
1,1,0.5412193141214533
0,1,0.5308450648857457
1,1,0.5277118203677851
1,1,0.5096119364852502
0,1,0.5425245134615125
0,1,0.5236665167920836
0,1,0.5425417150173609
1,1,0.5014890062225658
0,1,0.5450442332172867
1,1,0.5357741882934318
1,1,0.5338247431953442
0,1,0.538037688979633
1,1,0.5320870072877746
0,0,0.48633018153470803
1,0,0.49919191126800305
1,1,0.5139491996536317
0,0,0.4952721330265961
0,1,0.5094676381740489
0,1,0.5169268589122412
1,1,0.5414361222554861
0,0,0.450748778017924
0,1,0.7246861355815134
1,1,0.541764558297718
0,1,0.5177388473029453
0,0,0.49365917795473635
1,0,0.46874221191897153
1,0,0.44558089343575147
1,0,0.4969521829578115
1,0,0.4606937512106897
0,0,0.4153891117326356
0,0,0.4302337768978867
0,0,0.4282097942969418
0,0,0.4334135066476474
1,0,0.4441987496903283
1,0,0.4495831073575472
0,0,0.47672417271350725
0,0,0.46683688508723614
1,0,0.4301946431689083
1,0,0.4471928398211677
0,1,0.5225629377772455
0,1,0.5575802373494434
0,1,0.5219438462873286
1,0,0.48637125671327475
0,1,0.5025646741968225
1,1,0.5048818676314082
0,1,0.5267243359302971
0,1,0.5311122448006639
1,1,0.5346610333479095
0,1,0.503257869779987
1,1,0.5249255295352635
0,1,0.523096713005483
0,1,0.5063543983457736
0,1,0.5320326132953554
1,1,0.5257881704519214
1,1,0.5272661280337078
0,1,0.5370855268101824
0,1,0.5369871789978335
1,1,0.5064443602192971
0,1,0.5208821222416381
0,1,0.5071323323221514
1,1,0.5582712116685917
1,1,0.5314345967672726
0,1,0.5393944744183532
1,1,0.550878624119149
0,1,0.5213058179883866
1,1,0.5180154969025288
1,1,0.5532461076880364
0,1,0.5008367576579388
1,1,0.5581324941346575
1,1,0.5231806966622945
1,1,0.5080668769665562
1,1,0.5172046690333297
1,1,0.5053704494857767
1,0,0.4983579550003545
1,1,0.5351772041568313
0,1,0.5294880715743508
0,1,0.539178573283193
0,1,0.5083385174620664
0,1,0.5090274538660093
0,1,0.5563273461738134
0,1,0.5262641038797958
1,1,0.5526997014592729
0,1,0.5551765793775371
1,1,0.5378335352304789
1,1,0.5332604547835953
0,0,0.48829865116427573
0,1,0.5320850547549161
0,1,0.5203226064438465
0,1,0.5006418549194942
0,0,0.4964529292867046
1,1,0.5020354727518715
1,1,0.5166374731646223
0,1,0.5322733577719172
0,1,0.531836447414115
1,1,0.5431720863454237
0,1,0.5094383461433629
1,1,0.5652070430157623
0,1,0.5360702191933943
1,1,0.5133698170960116
0,1,0.5218211757356985
0,0,0.4939106931856177
1,1,0.5266904947057598
0,0,0.4896751311204411
1,1,0.5044578124616212
0,1,0.5284355570288471
1,1,0.5017187681646444
