symbol,rows,coverage_pct,open_pct,high_pct,low_pct,close_pct,volume_pct,vwap_pct,trade_count_pct
HSIC,15591,0.7931929181929182,0.0,0.0,0.0,0.0,0.0,1.0,1.0
WRB,15620,0.7946682946682947,0.0,0.0,0.0,0.0,0.0,1.0,1.0
UAL,15621,0.7947191697191697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSCO,15622,0.7947700447700448,0.0,0.0,0.0,0.0,0.0,1.0,1.0
STZ,15626,0.794973544973545,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADP,15628,0.7950752950752951,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TAP,15631,0.7952279202279202,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FANG,15637,0.7955331705331705,0.0,0.0,0.0,0.0,0.0,1.0,1.0
EBAY,15654,0.7963980463980463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNC,15656,0.7964997964997965,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CHD,15668,0.7971102971102971,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ACGL,15672,0.7973137973137974,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NTRS,15675,0.7974664224664225,0.0,0.0,0.0,0.0,0.0,1.0,1.0
WDC,15685,0.797975172975173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLR,15692,0.7983312983312983,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BF.B,15695,0.7984839234839235,0.0,0.0,0.0,0.0,0.0,1.0,1.0
EIX,15698,0.7986365486365486,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CI,15714,0.7994505494505495,0.0,0.0,0.0,0.0,0.0,1.0,1.0
AEE,15715,0.7995014245014245,0.0,0.0,0.0,0.0,0.0,1.0,1.0
EVRG,15717,0.7996031746031746,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TT,15721,0.7998066748066748,0.0,0.0,0.0,0.0,0.0,1.0,1.0
JPM,15727,0.8001119251119251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ED,15733,0.8004171754171754,0.0,0.0,0.0,0.0,0.0,1.0,1.0
IFF,15739,0.8007224257224257,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PCG,15745,0.801027676027676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVX,15763,0.8019434269434269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAH,15766,0.8020960520960521,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SW,15770,0.8022995522995523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF,15800,0.8038258038258038,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PHM,15811,0.8043854293854293,0.0,0.0,0.0,0.0,0.0,1.0,1.0
VLTO,15819,0.8047924297924298,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MDT,15832,0.8054538054538054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNR,15833,0.8055046805046805,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TEL,15843,0.806013431013431,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DAY,15861,0.806929181929182,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADSK,15873,0.8075396825396826,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DE,15879,0.8078449328449329,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TRGP,15879,0.8078449328449329,0.0,0.0,0.0,0.0,0.0,1.0,1.0
VST,15890,0.8084045584045584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCI,15899,0.8088624338624338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBL,15901,0.808964183964184,0.0,0.0,0.0,0.0,0.0,1.0,1.0
WMB,15912,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSN,15932,0.8105413105413105,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BA,15941,0.810999185999186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB,15945,0.8112026862026862,0.0,0.0,0.0,0.0,0.0,1.0,1.0
APA,15957,0.8118131868131868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA,15968,0.8123728123728123,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ON,15987,0.8133394383394383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWK,16001,0.814051689051689,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MCHP,16004,0.8142043142043142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN,16009,0.8144586894586895,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TMO,16015,0.8147639397639398,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LYB,16026,0.8153235653235653,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MKC,16049,0.8164936914936914,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TER,16051,0.8165954415954416,0.0,0.0,0.0,0.0,0.0,1.0,1.0
RF,16053,0.8166971916971917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
