symbol,days,bars_found_total,bars_expected_total,pct_coverage,outlier_ret_count,outlier_vol_count,rows,ohlc_violations,vwap_outside,neg_volume_rows,nan_open,nan_high,nan_low,nan_close,nan_volume,nan_vwap,nan_trade_count,year,month
KEY,9,693,702,0.9871794871794872,3,0,693,0,0,0,,,,,,,,2024,2
BSX,9,675,702,0.9615384615384616,2,0,675,0,0,0,,,,,,,,2024,2
AXON,20,672,1560,0.4307692307692308,4,0,672,0,0,0,,,,,,,,2024,2
BKNG,20,665,1560,0.42628205128205127,4,0,665,0,0,0,,,,,,,,2024,2
APA,9,658,702,0.9373219373219374,2,0,658,0,0,0,,,,,,,,2024,2
DECK,20,655,1560,0.4198717948717949,6,4,655,0,0,0,,,,,,,,2024,2
BKR,9,652,702,0.9287749287749287,3,0,652,0,0,0,,,,,,,,2024,2
NWS,20,649,1560,0.41602564102564105,8,7,649,0,0,0,,,,,,,,2024,2
DIS,9,647,702,0.9216524216524217,6,0,647,0,0,0,,,,,,,,2024,2
CVS,9,646,702,0.9202279202279202,4,0,646,0,0,0,,,,,,,,2024,2
LII,20,640,1560,0.41025641025641024,4,0,640,0,0,0,,,,,,,,2024,2
NEE,9,639,702,0.9102564102564102,4,0,639,0,0,0,,,,,,,,2024,2
SNA,20,637,1560,0.4083333333333333,4,0,637,0,0,0,,,,,,,,2024,2
WBA,8,614,624,0.9839743589743589,4,0,614,0,0,0,,,,,,,,2024,2
META,8,607,624,0.9727564102564102,3,0,607,0,0,0,,,,,,,,2024,2
CSX,8,602,624,0.9647435897435898,0,0,602,0,0,0,,,,,,,,2024,2
MSFT,8,592,624,0.9487179487179487,6,0,592,0,0,0,,,,,,,,2024,2
KO,8,583,624,0.9342948717948718,4,0,583,0,0,0,,,,,,,,2024,2
F,8,577,624,0.9246794871794872,3,0,577,0,0,0,,,,,,,,2024,2
GOOG,8,574,624,0.9198717948717948,4,0,574,0,0,0,,,,,,,,2024,2
FCX,8,567,624,0.9086538461538461,8,0,567,0,0,0,,,,,,,,2024,2
QCOM,8,553,624,0.8862179487179487,2,0,553,0,0,0,,,,,,,,2024,2
MU,8,549,624,0.8798076923076923,2,0,549,0,0,0,,,,,,,,2024,2
TDG,20,539,1560,0.3455128205128205,2,0,539,0,0,0,,,,,,,,2024,2
HII,20,539,1560,0.3455128205128205,0,0,539,0,0,0,,,,,,,,2024,2
T,7,538,546,0.9853479853479854,4,0,538,0,0,0,,,,,,,,2024,2
XOM,7,531,546,0.9725274725274725,1,0,531,0,0,0,,,,,,,,2024,2
PYPL,7,521,546,0.9542124542124543,3,0,521,0,0,0,,,,,,,,2024,2
NVDA,7,518,546,0.9487179487179487,2,0,518,0,0,0,,,,,,,,2024,2
BMY,7,515,546,0.9432234432234432,1,0,515,0,0,0,,,,,,,,2024,2
GM,7,502,546,0.9194139194139194,1,0,502,0,0,0,,,,,,,,2024,2
GWW,20,498,1560,0.3192307692307692,1,0,498,0,0,0,,,,,,,,2024,2
CCL,7,485,546,0.8882783882783882,3,0,485,0,0,0,,,,,,,,2024,2
SLB,7,482,546,0.8827838827838828,0,0,482,0,0,0,,,,,,,,2024,2
TDY,20,481,1560,0.30833333333333335,3,4,481,0,0,0,,,,,,,,2024,2
C,7,478,546,0.8754578754578755,2,0,478,0,0,0,,,,,,,,2024,2
CSCO,7,473,546,0.8663003663003663,2,0,473,0,0,0,,,,,,,,2024,2
PLTR,7,471,546,0.8626373626373627,5,0,471,0,0,0,,,,,,,,2024,2
WFC,6,465,468,0.9935897435897436,2,0,465,0,0,0,,,,,,,,2024,2
NVR,20,459,1560,0.29423076923076924,2,0,459,0,0,0,,,,,,,,2024,2
VZ,6,444,468,0.9487179487179487,3,0,444,0,0,0,,,,,,,,2024,2
CMCSA,6,444,468,0.9487179487179487,3,0,444,0,0,0,,,,,,,,2024,2
NDSN,20,424,1560,0.2717948717948718,3,8,424,0,0,0,,,,,,,,2024,2
UBER,6,422,468,0.9017094017094017,6,0,422,0,0,0,,,,,,,,2024,2
BAC,6,422,468,0.9017094017094017,0,0,422,0,0,0,,,,,,,,2024,2
TSLA,6,420,468,0.8974358974358975,2,0,420,0,0,0,,,,,,,,2024,2
CMG,20,418,1560,0.26794871794871794,4,0,418,0,0,0,,,,,,,,2024,2
CTAS,20,416,1560,0.26666666666666666,3,3,416,0,0,0,,,,,,,,2024,2
PFE,6,414,468,0.8846153846153846,2,0,414,0,0,0,,,,,,,,2024,2
AMD,6,414,468,0.8846153846153846,2,0,414,0,0,0,,,,,,,,2024,2
GOOGL,6,413,468,0.8824786324786325,4,0,413,0,0,0,,,,,,,,2024,2
INTC,6,405,468,0.8653846153846154,0,0,405,0,0,0,,,,,,,,2024,2
FDS,20,397,1560,0.25448717948717947,4,1,397,0,0,0,,,,,,,,2024,2
AMZN,5,370,390,0.9487179487179487,2,1,370,0,0,0,,,,,,,,2024,2
AAPL,5,363,390,0.9307692307692308,1,0,363,0,0,0,,,,,,,,2024,2
TYL,20,363,1560,0.2326923076923077,5,0,363,0,0,0,,,,,,,,2024,2
TPL,20,312,1560,0.2,0,0,312,0,0,0,,,,,,,,2024,2
VST,20,1546,1560,0.9910256410256411,15,0,1546,0,0,0,,,,,,,,2024,3
MMM,20,1538,1560,0.985897435897436,9,0,1538,0,0,0,,,,,,,,2024,3
XEL,20,1525,1560,0.9775641025641025,6,0,1525,0,0,0,,,,,,,,2024,3
ADBE,20,1525,1560,0.9775641025641025,7,0,1525,0,0,0,,,,,,,,2024,3
BBY,20,1523,1560,0.9762820512820513,8,0,1523,0,0,0,,,,,,,,2024,3
STX,20,1519,1560,0.9737179487179487,11,0,1519,0,0,0,,,,,,,,2024,3
ZTS,20,1518,1560,0.9730769230769231,5,0,1518,0,0,0,,,,,,,,2024,3
IP,20,1517,1560,0.9724358974358974,17,0,1517,0,0,0,,,,,,,,2024,3
CNC,20,1515,1560,0.9711538461538461,9,0,1515,0,0,0,,,,,,,,2024,3
CNP,20,1514,1560,0.9705128205128205,6,0,1514,0,0,0,,,,,,,,2024,3
CEG,20,1512,1560,0.9692307692307692,6,0,1512,0,0,0,,,,,,,,2024,3
DG,20,1511,1560,0.9685897435897436,10,0,1511,0,0,0,,,,,,,,2024,3
WDAY,20,1511,1560,0.9685897435897436,7,0,1511,0,0,0,,,,,,,,2024,3
BK,20,1510,1560,0.967948717948718,5,0,1510,0,0,0,,,,,,,,2024,3
HD,20,1509,1560,0.9673076923076923,7,0,1509,0,0,0,,,,,,,,2024,3
NDAQ,20,1508,1560,0.9666666666666667,8,0,1508,0,0,0,,,,,,,,2024,3
AEP,20,1501,1560,0.9621794871794872,6,0,1501,0,0,0,,,,,,,,2024,3
EOG,20,1498,1560,0.9602564102564103,7,0,1498,0,0,0,,,,,,,,2024,3
CPB,20,1496,1560,0.958974358974359,11,0,1496,0,0,0,,,,,,,,2024,3
ALB,20,1494,1560,0.9576923076923077,9,0,1494,0,0,0,,,,,,,,2024,3
K,20,1493,1560,0.9570512820512821,4,0,1493,0,0,0,,,,,,,,2024,3
DLTR,20,1492,1560,0.9564102564102565,4,0,1492,0,0,0,,,,,,,,2024,3
LOW,20,1491,1560,0.9557692307692308,8,0,1491,0,0,0,,,,,,,,2024,3
HWM,20,1489,1560,0.9544871794871795,7,0,1489,0,0,0,,,,,,,,2024,3
GEHC,20,1488,1560,0.9538461538461539,4,0,1488,0,0,0,,,,,,,,2024,3
MRNA,20,1488,1560,0.9538461538461539,4,0,1488,0,0,0,,,,,,,,2024,3
CRWD,20,1486,1560,0.9525641025641025,10,0,1486,0,0,0,,,,,,,,2024,3
ICE,20,1483,1560,0.9506410256410256,7,0,1483,0,0,0,,,,,,,,2024,3
ANET,20,1483,1560,0.9506410256410256,9,0,1483,0,0,0,,,,,,,,2024,3
PEG,20,1482,1560,0.95,6,1,1482,0,0,0,,,,,,,,2024,3
GM,19,1482,1482,1.0,10,0,1482,0,0,0,,,,,,,,2024,3
BMY,19,1482,1482,1.0,11,0,1482,0,0,0,,,,,,,,2024,3
MRK,19,1482,1482,1.0,7,0,1482,0,0,0,,,,,,,,2024,3
INTC,19,1482,1482,1.0,11,0,1482,0,0,0,,,,,,,,2024,3
CSCO,19,1482,1482,1.0,8,0,1482,0,0,0,,,,,,,,2024,3
FIS,19,1482,1482,1.0,4,0,1482,0,0,0,,,,,,,,2024,3
BAC,19,1482,1482,1.0,9,0,1482,0,0,0,,,,,,,,2024,3
SRE,20,1482,1560,0.95,4,0,1482,0,0,0,,,,,,,,2024,3
XOM,19,1482,1482,1.0,8,0,1482,0,0,0,,,,,,,,2024,3
TSLA,19,1482,1482,1.0,13,0,1482,0,0,0,,,,,,,,2024,3
GOOGL,19,1482,1482,1.0,9,1,1482,0,0,0,,,,,,,,2024,3
MU,19,1482,1482,1.0,12,0,1482,0,0,0,,,,,,,,2024,3
CMCSA,19,1482,1482,1.0,7,1,1482,0,0,0,,,,,,,,2024,3
PFE,19,1482,1482,1.0,6,0,1482,0,0,0,,,,,,,,2024,3
NVDA,19,1482,1482,1.0,9,0,1482,0,0,0,,,,,,,,2024,3
KHC,19,1482,1482,1.0,8,0,1482,0,0,0,,,,,,,,2024,3
AMZN,19,1482,1482,1.0,7,0,1482,0,0,0,,,,,,,,2024,3
WFC,19,1482,1482,1.0,4,0,1482,0,0,0,,,,,,,,2024,3
AMD,19,1482,1482,1.0,9,0,1482,0,0,0,,,,,,,,2024,3
AAPL,19,1482,1482,1.0,10,0,1482,0,0,0,,,,,,,,2024,3
QCOM,19,1481,1482,0.9993252361673415,9,0,1481,0,0,0,,,,,,,,2024,3
PLTR,19,1481,1482,0.9993252361673415,10,0,1481,0,0,0,,,,,,,,2024,3
CCL,19,1481,1482,0.9993252361673415,11,0,1481,0,0,0,,,,,,,,2024,3
NEM,19,1481,1482,0.9993252361673415,14,0,1481,0,0,0,,,,,,,,2024,3
NEE,19,1481,1482,0.9993252361673415,7,0,1481,0,0,0,,,,,,,,2024,3
GOOG,19,1481,1482,0.9993252361673415,11,0,1481,0,0,0,,,,,,,,2024,3
PSX,19,1481,1482,0.9993252361673415,9,0,1481,0,0,0,,,,,,,,2024,3
VZ,19,1481,1482,0.9993252361673415,7,0,1481,0,0,0,,,,,,,,2024,3
SCHW,19,1481,1482,0.9993252361673415,6,0,1481,0,0,0,,,,,,,,2024,3
T,19,1481,1482,0.9993252361673415,7,0,1481,0,0,0,,,,,,,,2024,3
WMT,19,1481,1482,0.9993252361673415,3,0,1481,0,0,0,,,,,,,,2024,3
META,19,1481,1482,0.9993252361673415,10,0,1481,0,0,0,,,,,,,,2024,3
SLB,19,1481,1482,0.9993252361673415,8,0,1481,0,0,0,,,,,,,,2024,3
FCX,19,1480,1482,0.9986504723346828,9,0,1480,0,0,0,,,,,,,,2024,3
WBD,19,1480,1482,0.9986504723346828,10,0,1480,0,0,0,,,,,,,,2024,3
HPQ,19,1480,1482,0.9986504723346828,4,0,1480,0,0,0,,,,,,,,2024,3
UBER,19,1480,1482,0.9986504723346828,5,0,1480,0,0,0,,,,,,,,2024,3
NKE,19,1480,1482,0.9986504723346828,7,0,1480,0,0,0,,,,,,,,2024,3
KVUE,19,1480,1482,0.9986504723346828,8,0,1480,0,0,0,,,,,,,,2024,3
KO,19,1480,1482,0.9986504723346828,9,0,1480,0,0,0,,,,,,,,2024,3
C,19,1480,1482,0.9986504723346828,8,0,1480,0,0,0,,,,,,,,2024,3
KEY,19,1479,1482,0.9979757085020243,7,0,1479,0,0,0,,,,,,,,2024,3
DIS,19,1479,1482,0.9979757085020243,11,0,1479,0,0,0,,,,,,,,2024,3
MSFT,19,1479,1482,0.9979757085020243,8,0,1479,0,0,0,,,,,,,,2024,3
F,19,1479,1482,0.9979757085020243,4,0,1479,0,0,0,,,,,,,,2024,3
CMI,20,1479,1560,0.948076923076923,3,0,1479,0,0,0,,,,,,,,2024,3
PYPL,19,1479,1482,0.9979757085020243,5,0,1479,0,0,0,,,,,,,,2024,3
FOXA,20,1478,1560,0.9474358974358974,9,0,1478,0,0,0,,,,,,,,2024,3
HPE,19,1478,1482,0.9973009446693657,12,0,1478,0,0,0,,,,,,,,2024,3
DAL,19,1478,1482,0.9973009446693657,5,0,1478,0,0,0,,,,,,,,2024,3
DVN,19,1478,1482,0.9973009446693657,8,0,1478,0,0,0,,,,,,,,2024,3
CSX,19,1478,1482,0.9973009446693657,8,1,1478,0,0,0,,,,,,,,2024,3
MS,19,1478,1482,0.9973009446693657,8,0,1478,0,0,0,,,,,,,,2024,3
KDP,19,1478,1482,0.9973009446693657,8,0,1478,0,0,0,,,,,,,,2024,3
WBA,19,1478,1482,0.9973009446693657,13,0,1478,0,0,0,,,,,,,,2024,3
RTX,19,1477,1482,0.9966261808367072,9,0,1477,0,0,0,,,,,,,,2024,3
EXC,19,1477,1482,0.9966261808367072,4,0,1477,0,0,0,,,,,,,,2024,3
TFC,19,1476,1482,0.9959514170040485,6,0,1476,0,0,0,,,,,,,,2024,3
MO,19,1476,1482,0.9959514170040485,9,2,1476,0,0,0,,,,,,,,2024,3
AES,19,1476,1482,0.9959514170040485,13,0,1476,0,0,0,,,,,,,,2024,3
HBAN,19,1476,1482,0.9959514170040485,9,0,1476,0,0,0,,,,,,,,2024,3
WMB,19,1475,1482,0.99527665317139,7,0,1475,0,0,0,,,,,,,,2024,3
MDLZ,19,1475,1482,0.99527665317139,5,1,1475,0,0,0,,,,,,,,2024,3
CRM,19,1475,1482,0.99527665317139,11,0,1475,0,0,0,,,,,,,,2024,3
BKR,19,1475,1482,0.99527665317139,8,0,1475,0,0,0,,,,,,,,2024,3
IPG,20,1475,1560,0.9455128205128205,11,0,1475,0,0,0,,,,,,,,2024,3
PCG,19,1475,1482,0.99527665317139,6,0,1475,0,0,0,,,,,,,,2024,3
PGR,20,1474,1560,0.9448717948717948,5,0,1474,0,0,0,,,,,,,,2024,3
ORCL,19,1474,1482,0.9946018893387314,8,0,1474,0,0,0,,,,,,,,2024,3
LUV,19,1473,1482,0.9939271255060729,5,0,1473,0,0,0,,,,,,,,2024,3
GILD,19,1473,1482,0.9939271255060729,9,0,1473,0,0,0,,,,,,,,2024,3
NCLH,19,1473,1482,0.9939271255060729,4,0,1473,0,0,0,,,,,,,,2024,3
HAL,19,1472,1482,0.9932523616734144,8,0,1472,0,0,0,,,,,,,,2024,3
CTSH,20,1472,1560,0.9435897435897436,12,0,1472,0,0,0,,,,,,,,2024,3
DD,19,1472,1482,0.9932523616734144,11,0,1472,0,0,0,,,,,,,,2024,3
RF,19,1472,1482,0.9932523616734144,7,0,1472,0,0,0,,,,,,,,2024,3
CMS,20,1472,1560,0.9435897435897436,4,0,1472,0,0,0,,,,,,,,2024,3
EBAY,19,1471,1482,0.9925775978407557,8,2,1471,0,0,0,,,,,,,,2024,3
ACN,20,1471,1560,0.9429487179487179,9,0,1471,0,0,0,,,,,,,,2024,3
UAL,19,1471,1482,0.9925775978407557,5,0,1471,0,0,0,,,,,,,,2024,3
RCL,20,1471,1560,0.9429487179487179,6,0,1471,0,0,0,,,,,,,,2024,3
KMI,19,1470,1482,0.9919028340080972,9,0,1470,0,0,0,,,,,,,,2024,3
XYZ,19,1469,1482,0.9912280701754386,15,0,1469,0,0,0,,,,,,,,2024,3
UNP,20,1469,1560,0.9416666666666667,8,0,1469,0,0,0,,,,,,,,2024,3
CVS,19,1469,1482,0.9912280701754386,8,0,1469,0,0,0,,,,,,,,2024,3
WY,20,1469,1560,0.9416666666666667,9,0,1469,0,0,0,,,,,,,,2024,3
DELL,19,1469,1482,0.9912280701754386,9,0,1469,0,0,0,,,,,,,,2024,3
GE,19,1468,1482,0.99055330634278,7,0,1468,0,0,0,,,,,,,,2024,3
VICI,19,1468,1482,0.99055330634278,5,0,1468,0,0,0,,,,,,,,2024,3
DOW,19,1467,1482,0.9898785425101214,5,0,1467,0,0,0,,,,,,,,2024,3
VLO,20,1467,1560,0.9403846153846154,6,0,1467,0,0,0,,,,,,,,2024,3
HST,19,1467,1482,0.9898785425101214,1,0,1467,0,0,0,,,,,,,,2024,3
UPS,19,1466,1482,0.9892037786774629,10,0,1466,0,0,0,,,,,,,,2024,3
BSX,19,1466,1482,0.9892037786774629,5,0,1466,0,0,0,,,,,,,,2024,3
USB,19,1466,1482,0.9892037786774629,4,0,1466,0,0,0,,,,,,,,2024,3
CZR,20,1465,1560,0.9391025641025641,9,0,1465,0,0,0,,,,,,,,2024,3
SBUX,19,1465,1482,0.9885290148448043,11,0,1465,0,0,0,,,,,,,,2024,3
EQT,19,1465,1482,0.9885290148448043,8,0,1465,0,0,0,,,,,,,,2024,3
NRG,19,1465,1482,0.9885290148448043,6,0,1465,0,0,0,,,,,,,,2024,3
MNST,19,1464,1482,0.9878542510121457,5,1,1464,0,0,0,,,,,,,,2024,3
TXN,19,1464,1482,0.9878542510121457,5,0,1464,0,0,0,,,,,,,,2024,3
D,19,1464,1482,0.9878542510121457,4,0,1464,0,0,0,,,,,,,,2024,3
MTCH,19,1464,1482,0.9878542510121457,9,0,1464,0,0,0,,,,,,,,2024,3
COIN,19,1464,1482,0.9878542510121457,8,0,1464,0,0,0,,,,,,,,2024,3
CTRA,19,1464,1482,0.9878542510121457,5,0,1464,0,0,0,,,,,,,,2024,3
APA,19,1463,1482,0.9871794871794872,6,0,1463,0,0,0,,,,,,,,2024,3
NI,19,1463,1482,0.9871794871794872,6,0,1463,0,0,0,,,,,,,,2024,3
MET,20,1463,1560,0.9378205128205128,8,0,1463,0,0,0,,,,,,,,2024,3
TJX,19,1462,1482,0.9865047233468286,3,0,1462,0,0,0,,,,,,,,2024,3
PEP,19,1461,1482,0.9858299595141701,8,0,1461,0,0,0,,,,,,,,2024,3
OXY,19,1461,1482,0.9858299595141701,8,0,1461,0,0,0,,,,,,,,2024,3
ADM,19,1460,1482,0.9851551956815114,15,0,1460,0,0,0,,,,,,,,2024,3
SYY,20,1459,1560,0.9352564102564103,5,0,1459,0,0,0,,,,,,,,2024,3
KR,19,1459,1482,0.9844804318488529,8,0,1459,0,0,0,,,,,,,,2024,3
CPRT,19,1459,1482,0.9844804318488529,8,0,1459,0,0,0,,,,,,,,2024,3
COP,19,1458,1482,0.9838056680161943,9,0,1458,0,0,0,,,,,,,,2024,3
CVX,19,1458,1482,0.9838056680161943,7,0,1458,0,0,0,,,,,,,,2024,3
IR,20,1458,1560,0.9346153846153846,8,0,1458,0,0,0,,,,,,,,2024,3
MOS,19,1458,1482,0.9838056680161943,10,0,1458,0,0,0,,,,,,,,2024,3
EXE,20,1457,1560,0.933974358974359,6,0,1457,0,0,0,,,,,,,,2024,3
PM,19,1457,1482,0.9831309041835358,9,2,1457,0,0,0,,,,,,,,2024,3
V,19,1456,1482,0.9824561403508771,7,0,1456,0,0,0,,,,,,,,2024,3
BAX,20,1456,1560,0.9333333333333333,6,0,1456,0,0,0,,,,,,,,2024,3
FI,20,1456,1560,0.9333333333333333,8,0,1456,0,0,0,,,,,,,,2024,3
MCD,20,1455,1560,0.9326923076923077,6,0,1455,0,0,0,,,,,,,,2024,3
WDC,19,1455,1482,0.9817813765182186,6,1,1455,0,0,0,,,,,,,,2024,3
ON,19,1455,1482,0.9817813765182186,8,0,1455,0,0,0,,,,,,,,2024,3
JNJ,19,1454,1482,0.9811066126855601,8,0,1454,0,0,0,,,,,,,,2024,3
HRL,20,1453,1560,0.9314102564102564,5,0,1453,0,0,0,,,,,,,,2024,3
ABNB,19,1452,1482,0.979757085020243,7,0,1452,0,0,0,,,,,,,,2024,3
PPL,19,1451,1482,0.9790823211875843,4,0,1451,0,0,0,,,,,,,,2024,3
FITB,19,1451,1482,0.9790823211875843,5,0,1451,0,0,0,,,,,,,,2024,3
MDT,19,1451,1482,0.9790823211875843,8,0,1451,0,0,0,,,,,,,,2024,3
AMCR,20,1450,1560,0.9294871794871795,5,0,1450,0,0,0,,,,,,,,2024,3
CARR,19,1450,1482,0.9784075573549258,8,0,1450,0,0,0,,,,,,,,2024,3
MCHP,19,1450,1482,0.9784075573549258,10,0,1450,0,0,0,,,,,,,,2024,3
TGT,19,1450,1482,0.9784075573549258,10,0,1450,0,0,0,,,,,,,,2024,3
CAG,19,1449,1482,0.9777327935222672,5,0,1449,0,0,0,,,,,,,,2024,3
O,19,1448,1482,0.9770580296896086,7,0,1448,0,0,0,,,,,,,,2024,3
OKE,20,1448,1560,0.9282051282051282,5,0,1448,0,0,0,,,,,,,,2024,3
PANW,19,1448,1482,0.9770580296896086,6,0,1448,0,0,0,,,,,,,,2024,3
NXPI,20,1447,1560,0.9275641025641026,12,0,1447,0,0,0,,,,,,,,2024,3
PG,19,1445,1482,0.975033738191633,6,0,1445,0,0,0,,,,,,,,2024,3
JPM,19,1445,1482,0.975033738191633,5,0,1445,0,0,0,,,,,,,,2024,3
TMUS,19,1445,1482,0.975033738191633,15,0,1445,0,0,0,,,,,,,,2024,3
VTRS,19,1445,1482,0.975033738191633,8,0,1445,0,0,0,,,,,,,,2024,3
ADI,20,1444,1560,0.9256410256410257,10,0,1444,0,0,0,,,,,,,,2024,3
DASH,19,1444,1482,0.9743589743589743,2,0,1444,0,0,0,,,,,,,,2024,3
ENPH,19,1444,1482,0.9743589743589743,11,0,1444,0,0,0,,,,,,,,2024,3
CFG,19,1444,1482,0.9743589743589743,11,0,1444,0,0,0,,,,,,,,2024,3
BA,19,1444,1482,0.9743589743589743,9,0,1444,0,0,0,,,,,,,,2024,3
GIS,20,1444,1560,0.9256410256410257,7,0,1444,0,0,0,,,,,,,,2024,3
AMAT,19,1442,1482,0.9730094466936572,6,0,1442,0,0,0,,,,,,,,2024,3
JCI,19,1442,1482,0.9730094466936572,5,0,1442,0,0,0,,,,,,,,2024,3
UNH,19,1442,1482,0.9730094466936572,4,0,1442,0,0,0,,,,,,,,2024,3
DXCM,19,1442,1482,0.9730094466936572,7,0,1442,0,0,0,,,,,,,,2024,3
ABBV,19,1441,1482,0.9723346828609987,9,0,1441,0,0,0,,,,,,,,2024,3
DDOG,19,1441,1482,0.9723346828609987,10,0,1441,0,0,0,,,,,,,,2024,3
KIM,19,1441,1482,0.9723346828609987,8,0,1441,0,0,0,,,,,,,,2024,3
NFLX,20,1441,1560,0.9237179487179488,7,0,1441,0,0,0,,,,,,,,2024,3
ROST,20,1437,1560,0.9211538461538461,9,0,1437,0,0,0,,,,,,,,2024,3
EW,19,1436,1482,0.9689608636977058,5,0,1436,0,0,0,,,,,,,,2024,3
IVZ,19,1435,1482,0.9682860998650472,11,0,1435,0,0,0,,,,,,,,2024,3
AIG,19,1434,1482,0.9676113360323887,4,0,1434,0,0,0,,,,,,,,2024,3
BX,19,1433,1482,0.9669365721997301,7,0,1433,0,0,0,,,,,,,,2024,3
AVGO,20,1433,1560,0.9185897435897435,12,0,1433,0,0,0,,,,,,,,2024,3
BG,20,1432,1560,0.9179487179487179,13,0,1432,0,0,0,,,,,,,,2024,3
AMT,20,1432,1560,0.9179487179487179,9,0,1432,0,0,0,,,,,,,,2024,3
FAST,19,1432,1482,0.9662618083670715,7,0,1432,0,0,0,,,,,,,,2024,3
COF,20,1432,1560,0.9179487179487179,9,0,1432,0,0,0,,,,,,,,2024,3
FTNT,19,1431,1482,0.9655870445344129,5,0,1431,0,0,0,,,,,,,,2024,3
LVS,19,1429,1482,0.9642375168690959,6,0,1429,0,0,0,,,,,,,,2024,3
TPR,19,1428,1482,0.9635627530364372,6,0,1428,0,0,0,,,,,,,,2024,3
ETN,20,1428,1560,0.9153846153846154,7,0,1428,0,0,0,,,,,,,,2024,3
MGM,19,1426,1482,0.9622132253711201,6,0,1426,0,0,0,,,,,,,,2024,3
APO,20,1426,1560,0.9141025641025641,8,0,1426,0,0,0,,,,,,,,2024,3
ABT,19,1425,1482,0.9615384615384616,7,0,1425,0,0,0,,,,,,,,2024,3
BEN,20,1424,1560,0.9128205128205128,10,0,1424,0,0,0,,,,,,,,2024,3
CL,19,1422,1482,0.9595141700404858,10,0,1422,0,0,0,,,,,,,,2024,3
KKR,19,1422,1482,0.9595141700404858,10,0,1422,0,0,0,,,,,,,,2024,3
SYF,19,1421,1482,0.9588394062078273,12,0,1421,0,0,0,,,,,,,,2024,3
AXP,20,1419,1560,0.9096153846153846,9,0,1419,0,0,0,,,,,,,,2024,3
DHI,20,1418,1560,0.908974358974359,7,0,1418,0,0,0,,,,,,,,2024,3
IBM,19,1418,1482,0.9568151147098516,4,0,1418,0,0,0,,,,,,,,2024,3
GEN,20,1416,1560,0.9076923076923077,7,0,1416,0,0,0,,,,,,,,2024,3
GLW,19,1416,1482,0.9554655870445344,4,0,1416,0,0,0,,,,,,,,2024,3
DUK,20,1415,1560,0.907051282051282,3,0,1415,0,0,0,,,,,,,,2024,3
FSLR,20,1413,1560,0.9057692307692308,7,0,1413,0,0,0,,,,,,,,2024,3
EL,20,1412,1560,0.9051282051282051,6,0,1412,0,0,0,,,,,,,,2024,3
LYV,20,1411,1560,0.9044871794871795,1,7,1411,0,0,0,,,,,,,,2024,3
ETR,20,1411,1560,0.9044871794871795,4,0,1411,0,0,0,,,,,,,,2024,3
MA,20,1407,1560,0.9019230769230769,6,0,1407,0,0,0,,,,,,,,2024,3
TTD,19,1406,1482,0.9487179487179487,12,0,1406,0,0,0,,,,,,,,2024,3
INVH,19,1400,1482,0.9446693657219973,1,0,1400,0,0,0,,,,,,,,2024,3
UDR,20,1399,1560,0.8967948717948718,4,0,1399,0,0,0,,,,,,,,2024,3
SO,19,1398,1482,0.9433198380566802,6,0,1398,0,0,0,,,,,,,,2024,3
CTVA,19,1397,1482,0.9426450742240216,8,0,1397,0,0,0,,,,,,,,2024,3
MPC,19,1396,1482,0.941970310391363,10,0,1396,0,0,0,,,,,,,,2024,3
VTR,20,1396,1560,0.8948717948717949,5,0,1396,0,0,0,,,,,,,,2024,3
DHR,20,1395,1560,0.8942307692307693,8,0,1395,0,0,0,,,,,,,,2024,3
ADP,20,1390,1560,0.8910256410256411,7,0,1390,0,0,0,,,,,,,,2024,3
LLY,20,1390,1560,0.8910256410256411,9,0,1390,0,0,0,,,,,,,,2024,3
DOC,18,1385,1404,0.9864672364672364,8,0,1385,0,0,0,,,,,,,,2024,3
CHRW,20,1385,1560,0.8878205128205128,6,0,1385,0,0,0,,,,,,,,2024,3
PLD,20,1382,1560,0.8858974358974359,10,0,1382,0,0,0,,,,,,,,2024,3
FE,19,1382,1482,0.9325236167341431,6,0,1382,0,0,0,,,,,,,,2024,3
EMR,20,1381,1560,0.8852564102564102,4,0,1381,0,0,0,,,,,,,,2024,3
HON,20,1377,1560,0.8826923076923077,8,0,1377,0,0,0,,,,,,,,2024,3
ES,19,1375,1482,0.9278002699055331,5,0,1375,0,0,0,,,,,,,,2024,3
APTV,20,1374,1560,0.8807692307692307,13,0,1374,0,0,0,,,,,,,,2024,3
A,20,1367,1560,0.8762820512820513,4,0,1367,0,0,0,,,,,,,,2024,3
OMC,20,1366,1560,0.8756410256410256,7,0,1366,0,0,0,,,,,,,,2024,3
ALL,20,1362,1560,0.8730769230769231,5,0,1362,0,0,0,,,,,,,,2024,3
HIG,20,1362,1560,0.8730769230769231,3,0,1362,0,0,0,,,,,,,,2024,3
WSM,20,1361,1560,0.8724358974358974,12,0,1361,0,0,0,,,,,,,,2024,3
EXPE,19,1360,1482,0.9176788124156545,6,0,1360,0,0,0,,,,,,,,2024,3
SMCI,20,1359,1560,0.8711538461538462,16,0,1359,0,0,0,,,,,,,,2024,3
PCAR,20,1357,1560,0.8698717948717949,6,0,1357,0,0,0,,,,,,,,2024,3
AFL,20,1355,1560,0.8685897435897436,9,0,1355,0,0,0,,,,,,,,2024,3
SBAC,20,1355,1560,0.8685897435897436,8,0,1355,0,0,0,,,,,,,,2024,3
